STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
Nagaland,2011,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2011,Causes Not known,0,5,8,3,0,16,0,6,2,0,0,8,24
Nagaland,2011,Other Causes (Please Specity),0,1,3,5,0,9,0,0,0,0,0,0,9
Nagaland,2011,Total,0,6,11,8,0,25,0,6,2,0,0,8,33
Nagaland,2011,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Bankruptcy or Sudden change in Economic,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Suspected/Illicit Relation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Insanity/Mental Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Other Prolonged Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Death of Dear Person,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Dowry Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Divorce,0,0,0,1,0,1,0,0,0,0,0,0,1
Nagaland,2012,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Fall in Social Reputation,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Family Problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Love Affairs,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Property Dispute,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Unemployment,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2012,Causes Not known,0,10,6,3,0,19,0,2,1,0,0,3,22
Nagaland,2012,Other Causes (Please Specity),0,1,2,1,0,4,1,2,0,0,0,3,7
Nagaland,2012,Total,0,11,8,5,0,24,1,4,1,0,0,6,30
Nagaland,2012,Total Illness,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Bankruptcy or Sudden change in Economic,0,4,7,2,0,13,0,1,0,3,0,4,17
Odisha,2001,Suspected/Illicit Relation,0,11,7,0,0,18,0,40,29,0,0,69,87
Odisha,2001,Cancellation/Non-Settlement of Marriage,0,6,0,0,0,6,0,22,6,0,0,28,34
Odisha,2001,Not having Children(Barrenness/Impotency,0,4,1,1,0,6,0,6,15,2,0,23,29
Odisha,2001,Illness (Aids/STD),0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Cancer,0,0,2,14,5,21,0,0,5,3,0,8,29
Odisha,2001,Paralysis,0,0,0,7,6,13,0,0,1,3,0,4,17
Odisha,2001,Insanity/Mental Illness,0,9,25,18,6,58,0,5,15,8,2,30,88
Odisha,2001,Other Prolonged Illness,0,14,22,36,17,89,1,21,27,22,6,77,166
Odisha,2001,Death of Dear Person,0,0,0,3,5,8,0,2,2,0,2,6,14
Odisha,2001,Dowry Dispute,0,0,0,0,0,0,0,85,43,3,0,131,131
Odisha,2001,Divorce,0,0,1,0,0,1,0,5,8,2,0,15,16
Odisha,2001,Drug Abuse/Addiction,0,17,2,1,0,20,0,0,0,0,0,0,20
Odisha,2001,Failure in Examination,2,25,1,0,0,28,6,15,5,2,0,28,56
Odisha,2001,Fall in Social Reputation,0,1,2,3,0,6,0,0,5,1,0,6,12
Odisha,2001,Family Problems,8,138,171,96,12,425,3,211,208,79,22,523,948
Odisha,2001,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Illegitimate Pregnancy,0,0,0,0,0,0,2,29,11,0,0,42,42
Odisha,2001,Love Affairs,0,65,24,6,0,95,1,109,23,0,0,133,228
Odisha,2001,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,2,2,0,0,4,4
Odisha,2001,Poverty,1,9,10,21,3,44,3,9,5,14,3,34,78
Odisha,2001,Professional/Career Problem,0,0,6,0,1,7,0,0,0,0,0,0,7
Odisha,2001,Property Dispute,0,5,12,15,1,33,0,3,2,2,7,14,47
Odisha,2001,Unemployment,0,51,36,5,0,92,0,22,13,1,0,36,128
Odisha,2001,Causes Not known,18,200,250,182,54,704,27,185,169,64,24,469,1173
Odisha,2001,Other Causes (Please Specity),7,149,130,82,34,402,19,109,85,51,15,279,681
Odisha,2001,Total,36,708,709,492,144,2089,62,881,679,260,81,1963,4052
Odisha,2001,Total Illness,0,23,49,75,34,181,1,26,48,36,8,119,300
Odisha,2002,Bankruptcy or Sudden change in Economic Status,0,9,13,5,0,27,0,4,7,3,1,15,42
Odisha,2002,Suspected/Illicit Relation,0,25,10,0,0,35,0,93,31,3,7,134,169
Odisha,2002,Cancellation/Non-Settlement of Marriage,0,2,0,0,0,2,0,25,4,0,0,29,31
Odisha,2002,Not having Children (Barrenness/Impotency,0,1,1,1,1,4,0,5,10,1,0,16,20
Odisha,2002,Illness (Aids/STD),0,0,1,2,0,3,0,0,1,1,0,2,5
Odisha,2002,Cancer,0,1,0,12,2,15,0,1,4,14,0,19,34
Odisha,2002,Paralysis,0,0,0,5,0,5,0,0,0,13,0,13,18
Odisha,2002,Insanity/Mental Illness,0,17,32,9,4,62,0,15,8,3,4,30,92
Odisha,2002,Other Prolonged Illness,0,9,23,51,20,103,2,22,14,22,8,68,171
Odisha,2002,Death of Dear Person,0,2,3,0,0,5,0,0,1,2,2,5,10
Odisha,2002,Dowry Dispute,0,0,0,0,0,0,1,64,35,0,0,100,100
Odisha,2002,Divorce,0,0,1,1,0,2,0,0,5,0,0,5,7
Odisha,2002,Drug Abuse/Addiction,0,9,2,0,0,11,0,0,0,0,0,0,11
Odisha,2002,Failure in Examination,6,24,6,1,0,37,3,15,4,0,0,22,59
Odisha,2002,Fall in Social Reputation,0,0,36,13,0,49,0,0,0,1,0,1,50
Odisha,2002,Family Problems,5,148,153,79,29,414,12,192,135,75,10,424,838
Odisha,2002,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,3,6,5,2,16,16
Odisha,2002,Illegitimate Pregnancy,0,0,0,0,0,0,0,12,9,0,0,21,21
Odisha,2002,Love Affairs,0,57,30,0,0,87,1,47,51,1,0,100,187
Odisha,2002,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,1,0,0,2,2
Odisha,2002,Poverty,2,23,14,56,5,100,0,12,4,1,1,18,118
Odisha,2002,Professional/Career Problem,0,23,22,25,3,73,0,9,16,4,0,29,102
Odisha,2002,Property Dispute,1,3,17,21,1,43,0,0,4,6,0,10,53
Odisha,2002,Unemployment,0,75,81,8,3,167,0,11,5,0,0,16,183
Odisha,2002,Causes Not known,30,285,251,194,63,823,29,124,108,59,8,328,1151
Odisha,2002,Other Causes (Please Specity),11,139,249,131,34,564,21,128,103,52,30,334,898
Odisha,2002,Total,55,852,945,614,165,2631,69,783,566,266,73,1757,4388
Odisha,2002,Total Illness,0,27,56,79,26,188,2,38,27,53,12,132,320
Odisha,2003,Bankruptcy or Sudden change in Economic,0,1,9,4,0,14,0,0,3,1,0,4,18
Odisha,2003,Suspected/Illicit Relation,0,18,15,0,0,33,1,60,28,3,0,92,125
Odisha,2003,Cancellation/Non-Settlement of Marriage,0,0,0,0,0,0,0,5,0,0,0,5,5
Odisha,2003,Not having Children(Barrenness/Impotency,0,0,3,3,2,8,0,5,6,3,0,14,22
Odisha,2003,Illness (Aids/STD),0,0,2,0,1,3,0,0,2,0,1,3,6
Odisha,2003,Cancer,0,0,1,3,1,5,0,0,0,1,0,1,6
Odisha,2003,Paralysis,0,2,1,0,0,3,0,0,1,0,2,3,6
Odisha,2003,Insanity/Mental Illness,1,17,11,8,5,42,1,6,8,1,1,17,59
Odisha,2003,Other Prolonged Illness,0,7,20,32,13,72,0,24,11,9,2,46,118
Odisha,2003,Death of Dear Person,0,1,1,1,0,3,0,33,25,0,0,58,61
Odisha,2003,Dowry Dispute,0,0,0,0,0,0,0,49,20,3,0,72,72
Odisha,2003,Divorce,0,0,1,1,0,2,0,1,2,1,0,4,6
Odisha,2003,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Failure in Examination,2,37,2,0,0,41,7,14,0,1,0,22,63
Odisha,2003,Fall in Social Reputation,0,9,11,2,1,23,0,5,5,1,0,11,34
Odisha,2003,Family Problems,2,196,226,131,28,583,0,174,122,90,29,415,998
Odisha,2003,Ideological Causes/Hero Worshipping,0,11,7,1,1,20,0,8,1,0,0,9,29
Odisha,2003,Illegitimate Pregnancy,0,0,0,0,0,0,0,15,8,0,0,23,23
Odisha,2003,Love Affairs,2,90,39,0,0,131,5,79,64,0,0,148,279
Odisha,2003,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Poverty,1,7,0,30,3,41,0,4,4,2,0,10,51
Odisha,2003,Professional/Career Problem,0,4,1,0,0,5,0,0,0,0,0,0,5
Odisha,2003,Property Dispute,0,13,3,2,1,19,0,0,0,0,0,0,19
Odisha,2003,Unemployment,0,50,57,2,0,109,0,11,10,0,0,21,130
Odisha,2003,Causes Not known,10,198,200,166,37,611,5,101,63,66,8,243,854
Odisha,2003,Other Causes (Please Specity),49,265,299,275,84,972,27,208,100,99,25,459,1431
Odisha,2003,Total,67,926,909,661,177,2740,46,802,483,281,68,1680,4420
Odisha,2003,Total Illness,1,26,35,43,20,125,1,30,22,11,6,70,195
Odisha,2004,Bankruptcy or Sudden change in Economic,0,2,8,4,0,14,1,1,2,0,0,4,18
Odisha,2004,Suspected/Illicit Relation,1,38,25,3,0,67,3,70,22,0,0,95,162
Odisha,2004,Cancellation/Non-Settlement of Marriage,0,1,0,0,0,1,0,10,3,0,0,13,14
Odisha,2004,Not having Children(Barrenness/Impotency,0,0,1,2,0,3,0,3,10,4,0,17,20
Odisha,2004,Illness (Aids/STD),0,0,2,0,0,2,0,1,1,0,0,2,4
Odisha,2004,Cancer,0,0,4,7,7,18,0,0,2,1,1,4,22
Odisha,2004,Paralysis,0,0,1,0,4,5,0,1,0,1,0,2,7
Odisha,2004,Insanity/Mental Illness,1,15,18,16,5,55,1,13,5,3,1,23,78
Odisha,2004,Other Prolonged Illness,1,10,26,28,7,72,0,9,32,15,9,65,137
Odisha,2004,Death of Dear Person,2,1,0,2,1,6,0,2,4,3,0,9,15
Odisha,2004,Dowry Dispute,0,5,0,0,0,5,0,87,39,1,0,127,132
Odisha,2004,Divorce,0,0,1,0,0,1,0,2,1,0,0,3,4
Odisha,2004,Drug Abuse/Addiction,0,1,1,2,0,4,0,0,0,0,0,0,4
Odisha,2004,Failure in Examination,11,29,0,0,0,40,10,18,0,0,0,28,68
Odisha,2004,Fall in Social Reputation,0,7,1,4,1,13,0,0,0,0,0,0,13
Odisha,2004,Family Problems,4,140,265,186,44,639,9,172,144,83,36,444,1083
Odisha,2004,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Illegitimate Pregnancy,0,0,0,0,0,0,1,14,8,0,0,23,23
Odisha,2004,Love Affairs,1,54,11,1,0,67,7,60,5,0,0,72,139
Odisha,2004,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,3,1,0,0,4,4
Odisha,2004,Poverty,0,0,3,2,0,5,0,2,3,0,0,5,10
Odisha,2004,Professional/Career Problem,0,4,0,0,0,4,0,0,0,0,0,0,4
Odisha,2004,Property Dispute,0,4,26,18,11,59,0,7,2,2,1,12,71
Odisha,2004,Unemployment,0,55,68,0,1,124,0,6,14,1,0,21,145
Odisha,2004,Causes Not known,28,190,195,121,34,568,20,126,94,33,17,290,858
Odisha,2004,Other Causes (Please Specity),35,191,248,220,78,772,27,178,104,80,19,408,1180
Odisha,2004,Total,84,747,904,616,193,2544,79,785,496,227,84,1671,4215
Odisha,2004,Total Illness,2,25,51,51,23,152,1,24,40,20,11,96,248
Odisha,2005,Bankruptcy or Sudden change in Economic,0,0,6,5,1,12,0,0,0,0,0,0,12
Odisha,2005,Suspected/Illicit Relation,0,15,19,4,0,38,5,65,23,4,0,97,135
Odisha,2005,Cancellation/Non-Settlement of Marriage,0,2,0,0,0,2,0,5,4,0,0,9,11
Odisha,2005,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,1,5,2,0,8,8
Odisha,2005,Illness (Aids/STD),0,0,3,0,0,3,0,0,0,0,0,0,3
Odisha,2005,Cancer,0,0,2,5,5,12,0,0,1,3,2,6,18
Odisha,2005,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Insanity/Mental Illness,0,21,29,15,11,76,1,14,13,14,5,47,123
Odisha,2005,Other Prolonged Illness,1,8,25,33,26,93,0,11,28,20,11,70,163
Odisha,2005,Death of Dear Person,0,0,1,1,0,2,0,0,1,2,0,3,5
Odisha,2005,Dowry Dispute,0,0,0,0,0,0,0,47,22,3,0,72,72
Odisha,2005,Divorce,0,0,0,11,0,11,0,4,3,0,0,7,18
Odisha,2005,Drug Abuse/Addiction,0,0,2,0,0,2,0,0,0,0,0,0,2
Odisha,2005,Failure in Examination,4,27,0,0,0,31,4,10,0,0,0,14,45
Odisha,2005,Fall in Social Reputation,0,0,4,0,0,4,0,0,2,0,0,2,6
Odisha,2005,Family Problems,1,182,283,208,81,755,5,160,185,109,26,485,1240
Odisha,2005,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,0,0,0,0,0,1
Odisha,2005,Illegitimate Pregnancy,0,0,0,0,0,0,1,23,8,0,0,32,32
Odisha,2005,Love Affairs,2,48,11,0,0,61,5,74,9,1,0,89,150
Odisha,2005,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Poverty,0,3,6,6,1,16,0,1,3,2,0,6,22
Odisha,2005,Professional/Career Problem,0,7,5,0,0,12,0,0,0,0,0,0,12
Odisha,2005,Property Dispute,0,1,6,21,4,32,0,0,2,0,1,3,35
Odisha,2005,Unemployment,0,50,52,2,0,104,0,13,5,0,0,18,122
Odisha,2005,Causes Not known,25,173,198,125,37,558,14,127,115,50,8,314,872
Odisha,2005,Other Causes (Please Specity),25,188,267,182,67,729,25,131,143,53,20,372,1101
Odisha,2005,Total,58,726,919,618,233,2554,60,686,572,263,73,1654,4208
Odisha,2005,Total Illness,1,29,59,53,42,184,1,25,42,37,18,123,307
Odisha,2006,Bankruptcy or Sudden change in Economic,0,1,8,3,0,12,0,0,0,0,0,0,12
Odisha,2006,Suspected/Illicit Relation,0,38,17,2,0,57,3,58,19,0,0,80,137
Odisha,2006,Cancellation/Non-Settlement of Marriage,0,2,0,0,0,2,0,1,3,0,0,4,6
Odisha,2006,Not having Children(Barrenness/Impotency,0,0,1,0,2,3,0,3,5,2,0,10,13
Odisha,2006,Illness (Aids/STD),0,0,2,2,1,5,0,0,0,0,0,0,5
Odisha,2006,Cancer,0,0,0,1,4,5,0,1,4,3,0,8,13
Odisha,2006,Paralysis,0,0,0,2,0,2,0,0,0,0,0,0,2
Odisha,2006,Insanity/Mental Illness,2,21,23,21,10,77,0,7,13,3,5,28,105
Odisha,2006,Other Prolonged Illness,0,11,34,36,13,94,0,10,19,20,2,51,145
Odisha,2006,Death of Dear Person,0,2,0,0,0,2,0,0,0,0,0,0,2
Odisha,2006,Dowry Dispute,0,0,0,0,0,0,0,31,8,0,0,39,39
Odisha,2006,Divorce,0,0,0,0,0,0,0,7,2,1,0,10,10
Odisha,2006,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Failure in Examination,5,13,4,0,0,22,4,6,0,0,0,10,32
Odisha,2006,Fall in Social Reputation,0,9,21,16,2,48,0,11,13,10,3,37,85
Odisha,2006,Family Problems,5,153,220,126,47,551,7,168,130,68,21,394,945
Odisha,2006,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Illegitimate Pregnancy,0,0,0,0,0,0,1,16,4,0,0,21,21
Odisha,2006,Love Affairs,1,40,15,5,0,61,4,58,8,2,0,72,133
Odisha,2006,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Poverty,0,0,1,1,2,4,0,0,1,1,1,3,7
Odisha,2006,Professional/Career Problem,0,0,2,1,0,3,0,0,4,0,0,4,7
Odisha,2006,Property Dispute,0,5,8,13,5,31,0,1,0,0,0,1,32
Odisha,2006,Unemployment,0,34,56,10,0,100,0,7,16,5,0,28,128
Odisha,2006,Causes Not known,10,253,239,147,76,725,21,237,174,79,20,531,1256
Odisha,2006,Other Causes (Please Specity),20,159,219,107,64,569,19,125,142,53,22,361,930
Odisha,2006,Total,43,741,870,493,226,2373,59,747,565,247,74,1692,4065
Odisha,2006,Total Illness,2,32,59,62,28,183,0,18,36,26,7,87,270
Odisha,2007,Bankruptcy or Sudden change in Economic,0,1,0,0,0,1,0,2,0,0,0,2,3
Odisha,2007,Suspected/Illicit Relation,0,19,6,3,0,28,0,33,18,2,0,53,81
Odisha,2007,Cancellation/Non-Settlement of Marriage,0,7,2,0,0,9,0,19,1,0,0,20,29
Odisha,2007,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,6,8,0,0,14,14
Odisha,2007,Illness (Aids/STD),0,3,3,2,4,12,0,5,1,0,3,9,21
Odisha,2007,Cancer,0,0,0,0,0,0,0,2,5,4,0,11,11
Odisha,2007,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Insanity/Mental Illness,3,14,11,7,4,39,1,7,5,3,1,17,56
Odisha,2007,Other Prolonged Illness,1,25,47,54,34,161,1,23,22,14,8,68,229
Odisha,2007,Death of Dear Person,0,0,2,0,0,2,0,13,8,0,0,21,23
Odisha,2007,Dowry Dispute,0,0,0,0,0,0,0,57,14,0,0,71,71
Odisha,2007,Divorce,0,0,0,0,0,0,0,15,12,1,0,28,28
Odisha,2007,Drug Abuse/Addiction,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Failure in Examination,1,21,0,0,0,22,3,13,0,0,0,16,38
Odisha,2007,Fall in Social Reputation,0,10,11,5,0,26,0,4,2,1,0,7,33
Odisha,2007,Family Problems,7,202,267,172,68,716,3,199,172,71,20,465,1181
Odisha,2007,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Illegitimate Pregnancy,0,0,0,0,0,0,0,13,2,0,0,15,15
Odisha,2007,Love Affairs,0,48,23,15,6,92,4,75,14,0,0,93,185
Odisha,2007,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Poverty,0,0,2,2,2,6,0,0,0,0,1,1,7
Odisha,2007,Professional/Career Problem,0,3,6,10,4,23,0,0,0,0,0,0,23
Odisha,2007,Property Dispute,0,5,5,1,2,13,0,0,0,0,0,0,13
Odisha,2007,Unemployment,0,34,8,4,0,46,0,12,1,0,0,13,59
Odisha,2007,Causes Not known,24,213,264,148,63,712,29,208,144,71,25,477,1189
Odisha,2007,Other Causes (Please Specity),41,171,191,118,59,580,29,172,127,76,15,419,999
Odisha,2007,Total,77,776,848,541,246,2488,70,878,556,243,73,1820,4308
Odisha,2007,Total Illness,4,42,61,63,42,212,2,37,33,21,12,105,317
Odisha,2008,Bankruptcy or Sudden change in Economic,0,0,4,6,0,10,0,0,0,0,0,0,10
Odisha,2008,Suspected/Illicit Relation,1,34,17,11,3,66,2,28,26,5,1,62,128
Odisha,2008,Cancellation/Non-Settlement of Marriage,1,16,9,6,2,34,0,11,12,1,2,26,60
Odisha,2008,Not having Children(Barrenness/Impotency,0,0,3,0,0,3,0,4,14,0,0,18,21
Odisha,2008,Illness (Aids/STD),0,0,8,6,1,15,0,0,4,3,1,8,23
Odisha,2008,Cancer,0,0,1,0,0,1,0,0,0,1,0,1,2
Odisha,2008,Paralysis,0,0,0,1,0,1,0,0,0,0,0,0,1
Odisha,2008,Insanity/Mental Illness,0,12,23,12,5,52,0,10,6,4,7,27,79
Odisha,2008,Other Prolonged Illness,2,7,22,31,12,74,0,4,16,11,14,45,119
Odisha,2008,Death of Dear Person,0,3,1,0,2,6,0,2,3,1,0,6,12
Odisha,2008,Dowry Dispute,0,0,0,0,0,0,0,111,45,3,0,159,159
Odisha,2008,Divorce,0,0,0,0,0,0,0,5,5,0,0,10,10
Odisha,2008,Drug Abuse/Addiction,0,0,0,3,0,3,0,0,0,0,0,0,3
Odisha,2008,Failure in Examination,2,29,0,0,0,31,3,19,1,0,0,23,54
Odisha,2008,Fall in Social Reputation,0,1,18,2,0,21,0,7,4,0,0,11,32
Odisha,2008,Family Problems,9,182,266,173,74,704,9,171,180,98,42,500,1204
Odisha,2008,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Illegitimate Pregnancy,0,0,0,0,0,0,2,18,1,0,0,21,21
Odisha,2008,Love Affairs,1,68,27,7,4,107,4,78,20,2,1,105,212
Odisha,2008,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,0,0,0,1,1
Odisha,2008,Poverty,0,9,37,13,6,65,0,0,0,0,0,0,65
Odisha,2008,Professional/Career Problem,0,18,8,3,0,29,0,1,1,0,0,2,31
Odisha,2008,Property Dispute,0,1,18,14,0,33,0,0,2,2,1,5,38
Odisha,2008,Unemployment,0,49,38,30,0,117,0,8,1,0,0,9,126
Odisha,2008,Causes Not known,46,393,284,264,90,1077,28,183,176,80,29,496,1573
Odisha,2008,Other Causes (Please Specity),52,222,237,131,64,706,7,59,79,48,21,214,920
Odisha,2008,Total,114,1044,1021,713,263,3155,55,720,596,259,119,1749,4904
Odisha,2008,Total Illness,2,19,54,50,18,143,0,14,26,19,22,81,224
Odisha,2009,Bankruptcy or Sudden change in Economic,0,2,2,1,0,5,0,0,0,0,0,0,5
Odisha,2009,Suspected/Illicit Relation,0,21,14,2,0,37,2,51,16,4,0,73,110
Odisha,2009,Cancellation/Non-Settlement of Marriage,0,5,10,0,0,15,0,9,17,0,0,26,41
Odisha,2009,Not having Children(Barrenness/Impotency,0,0,0,0,0,0,0,1,0,2,1,4,4
Odisha,2009,Illness (Aids/STD),0,3,6,3,4,16,0,3,3,6,1,13,29
Odisha,2009,Cancer,0,2,0,0,3,5,0,0,0,1,0,1,6
Odisha,2009,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Insanity/Mental Illness,0,13,21,25,11,70,0,7,14,8,5,34,104
Odisha,2009,Other Prolonged Illness,0,11,10,20,24,65,0,10,11,15,3,39,104
Odisha,2009,Death of Dear Person,0,0,3,0,0,3,0,1,4,2,0,7,10
Odisha,2009,Dowry Dispute,0,0,0,0,0,0,0,74,27,1,0,102,102
Odisha,2009,Divorce,0,0,0,0,0,0,0,5,5,0,0,10,10
Odisha,2009,Drug Abuse/Addiction,0,2,2,0,0,4,0,0,0,0,0,0,4
Odisha,2009,Failure in Examination,10,52,4,0,0,66,5,32,0,0,0,37,103
Odisha,2009,Fall in Social Reputation,0,2,7,12,8,29,0,8,6,0,0,14,43
Odisha,2009,Family Problems,6,129,234,127,28,524,7,166,161,63,7,404,928
Odisha,2009,Ideological Causes/Hero Worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,0,0,0,3,3
Odisha,2009,Love Affairs,11,64,29,2,0,106,12,74,18,1,0,105,211
Odisha,2009,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,1,0,0,1,2,2
Odisha,2009,Poverty,0,2,2,5,0,9,0,0,0,0,0,0,9
Odisha,2009,Professional/Career Problem,0,14,5,7,0,26,0,1,1,0,0,2,28
Odisha,2009,Property Dispute,0,5,11,5,0,21,0,0,2,1,3,6,27
Odisha,2009,Unemployment,0,77,35,0,0,112,0,21,5,0,0,26,138
Odisha,2009,Causes Not known,27,206,230,138,84,685,17,165,154,73,43,452,1137
Odisha,2009,Other Causes (Please Specity),15,236,289,181,48,769,24,151,153,88,22,438,1207
Odisha,2009,Total,69,846,914,528,210,2567,67,783,597,265,86,1798,4365
Odisha,2009,Total Illness,0,29,37,48,42,156,0,20,28,30,9,87,243
Odisha,2010,Bankruptcy or Sudden change in Economic,0,4,7,7,1,19,0,0,0,0,0,0,19
Odisha,2010,Suspected/Illicit Relation,4,24,23,12,6,69,4,45,29,6,1,85,154
Odisha,2010,Cancellation/Non-Settlement of Marriage,0,11,7,0,0,18,0,29,10,2,0,41,59
Odisha,2010,Not having Children(Barrenness/Impotency,0,0,0,0,1,1,0,2,3,1,0,6,7
Odisha,2010,Illness (Aids/STD),1,2,6,6,5,20,0,0,7,5,5,17,37
Odisha,2010,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Insanity/Mental Illness,1,10,15,18,7,51,1,14,14,13,2,44,95
Odisha,2010,Other Prolonged Illness,0,4,17,22,15,58,1,11,10,13,5,40,98
Odisha,2010,Death of Dear Person,0,5,2,0,0,7,0,3,3,0,0,6,13
Odisha,2010,Dowry Dispute,0,2,0,0,0,2,1,59,23,1,1,85,87
Odisha,2010,Divorce,0,0,0,0,0,0,0,2,1,0,0,3,3
Odisha,2010,Drug Abuse/Addiction,0,0,6,0,0,6,0,0,0,0,0,0,6
Odisha,2010,Failure in Examination,6,59,6,0,0,71,4,36,0,0,0,40,111
Odisha,2010,Fall in Social Reputation,1,7,30,32,7,77,0,32,29,5,0,66,143
Odisha,2010,Family Problems,5,127,195,104,34,465,9,190,134,67,16,416,881
Odisha,2010,Ideological Causes/Hero Worshipping,0,1,0,0,0,1,0,0,0,0,1,1,2
Odisha,2010,Illegitimate Pregnancy,0,0,0,0,0,0,0,3,3,0,0,6,6
Odisha,2010,Love Affairs,2,66,28,6,1,103,10,86,28,1,0,125,228
Odisha,2010,"Physical Abuse (Rape,Incest Etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Poverty,0,0,5,12,0,17,0,0,0,2,0,2,19
Odisha,2010,Professional/Career Problem,0,5,2,0,0,7,0,1,0,0,0,1,8
